Țară/Regiuine,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28
Channel Islands,-0.2916927609420483,-0.20083164431148284,-0.09642074534188688,-0.34407154638090187,-0.3699558811206502,0.6283135340699276,-0.1776249794660488,-0.18441022236014507,-0.07205171185694667,0.10631542847839295,-0.1960362566733309,0.32265399422590674,0.08181129729319998,-0.021102029194509177,0.23301486458077278,-0.14843189918207966,0.04864408335254765,0.013509079037514676,-0.07344079979778272,-0.1876593335850892,0.09277135219035514,0.02425497374474708,0.07632155239389043,-0.06867218944740484,-0.04061404438204772,0.09477195380134062,0.16832371774792682,-0.008018901769293521
Chile,-0.5255081415981216,-0.3180900607902082,-0.15535766926960629,0.11867435037599443,0.6265080644392631,-0.6673263653179087,0.08477703271024435,0.6451725983094444,0.09554622978779738,-0.18182384862143341,0.16305676789157125,0.3149876010461856,-0.2429856421600735,-0.1523163770050989,-0.1622001355979333,-0.0066246456612382735,0.08125420730527269,-0.001937620147806786,-0.10620748528052457,0.06072955785525702,-0.21646664019498008,-0.10999235248721052,0.05187966447395025,0.03054404168217896,0.009584603682212787,0.024226657248683642,0.00468668721022513,0.00827610064011373
China,40.12288372252404,-3.3264992536630023,-1.7056036213971613,-1.46721331217264,-2.4116457582617743,-2.78783827734633,-1.1218701604636554,-0.4457854203168391,-0.13453062070957447,-0.12667311492903388,0.1270105305013009,-0.10263004970153486,-0.03774405121699586,0.0011052352308230406,-0.003834393826950452,-0.00864101977501511,0.001201720730735175,-0.03065154083079525,-0.08697299023588989,-0.09768999892800077,0.08842064320007198,-0.11535118295874441,0.015727869213514982,-0.016374604484358346,-0.03476054822461603,-0.0010063261555336963,-0.007503058456725419,-0.0036006074056372985
"China, Hong Kong SAR",-0.8424333038454446,-0.35883518501863393,-0.09278216154272291,-0.2714092526110695,-0.28880006993728463,0.23125594947252998,-0.17608876953537086,0.027238266384058414,0.20806546166114456,0.08199119888189714,0.09077323381464487,0.06623203707655317,-0.1446907795074084,-0.006841185250684782,0.012684777551743166,-0.045146148165994764,0.10527087208963486,-0.13234737073495553,0.24086966645064725,-0.001653900312403084,-0.10256768138355275,-0.11567509682490115,-0.02296071798577798,-0.0072553549096303765,-0.0668579715583493,-0.0069959383565788135,0.004859803154310252,0.004166263148968955
"China, Macao SAR",-1.021408587807503,-0.3576031515167011,-0.06937865714431422,-0.21400125098000697,-0.319592870168132,0.25354791457443376,-0.18463288889322824,0.13260316076638604,0.14739062241788406,0.2269809696091669,0.005217010224040383,0.051001396526552965,-0.10353481000197384,0.04532174314280346,0.029461998482872977,-0.05660550868013779,-0.03583278439821763,-0.09848989698990829,0.17697096655733893,0.002774658590215655,0.03750482742536359,-0.022174929135458116,0.014739057711462472,0.031487183045815374,0.029201407472205853,-0.011696333213153866,0.004809890746726022,0.001268640183720813
"China, mainland",39.2253352293435,-3.3051957586154503,-1.6347862383399532,-1.2457383371106416,-2.6031587199470034,-2.7835537871814098,-1.3546515375141406,-0.17414662095947717,-0.41493050108576746,0.2509252220749967,-0.09387121174668296,-0.12980799392430922,0.04660905474630091,0.013132028461822948,-0.0361604633827585,0.0032703677626948497,0.04758883412085743,-0.0083588788640074,0.05938032779230503,0.0668526216728957,-0.08675087129320838,0.09560711988558408,-0.0056506066170004055,0.034346049183386254,0.05918626240911329,0.002453942485601345,0.008578119745085159,0.006140091113865862
"China, Taiwan Province of",-0.3806976295704495,-0.3522736331560115,-0.1239962738885275,-0.3269451456143518,-0.09707878539741162,0.14228702144503957,-0.032513335611510694,-0.09890994451412265,0.3585820566819988,-0.17471474945077045,0.20457949835892433,0.06438015544534745,-0.21609528481246304,-0.029890685033489704,-0.03358312802319024,0.04611252024364412,0.02765494634423706,0.009410245538117966,-0.13077650667244003,-0.17690322791652177,0.14759263673467277,-0.10412090503162956,-0.09188199895214637,-0.036923696002290035,0.01834226071255056,0.004255653780328232,-0.007749347885999821,-0.006378547653107121
Colombia,0.2569783138405907,0.7141665468973647,-0.16190838338785876,-0.04866815398206039,0.5959844756285645,0.42427724475991146,-0.9938677630163218,-0.4056631061214897,0.27013887903549394,-0.1482058899225352,-0.028770023292826057,0.014964936618121118,0.04846571335577895,0.006694618116282291,-0.20861912788046674,0.12498293723899997,-0.022678979661027485,0.17677745570029496,-0.22253117359873825,0.1364507117828411,0.08150026310224322,0.03288140450344825,0.0366888927633554,0.04949141612862835,-0.07059286783823118,-0.005351493459498483,0.0025213377183214095,-0.0011045532843733166
Comoros,-1.1126109633519392,-0.43304010423987277,-0.09560254121527771,0.3503338933187561,0.3152133934804971,-0.7781778004322593,-0.012887403279556718,0.23247666215464416,0.13704168604815697,0.09457676286640693,0.06411577893599017,-0.06066657570837669,-0.014975310394674923,0.00895520323159677,0.042796123798615124,0.010882088861825089,-0.08708114772177847,0.07441477906229846,-0.025461750010258924,0.06501481946934255,0.02310214618930459,-0.0023232111232672076,-0.014948059670613115,0.03481478241898901,0.008188435491536571,-0.002420304132062398,0.0013371560853556886,-0.0008027343073567385
Congo,-1.0769348062171553,-0.21935736973960218,-0.01497294811974332,0.017154590996077555,-0.19119691583835838,-0.1562563684868917,-0.016342610329681442,0.07855999291396372,0.08384432085178796,0.05385055360302247,0.08837616978159972,-0.09988028069101693,0.02947859101135088,-0.010407379742976121,-0.027193089978972063,-0.004458055598505616,-0.038904843838345186,0.012422414250078742,-0.019420164257375524,0.016985881484488603,0.01290194731059577,0.0006924450284744121,-0.007502892627987193,0.04138237048918011,0.00022166605057105917,-0.0033147384178622875,0.002602660876288617,0.00010864153866489602
