Țară/Regiuine,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28
Aruba,0.00018655593675127053,0.00022926995024477465,1.0427210304876158e-05,8.048328368737777e-05,0.00024209201837221156,0.00026690660683900783,3.681434139106017e-06,0.00014234254669512095,0.00015207693282893436,0.0011313193368814578,0.005428391189650812,9.575606139093858e-05,0.00017972617035802834,1.4256708446063936e-07,0.0008374973809262954,5.900001314932438e-05,3.0727735855997046e-05,0.0015544713557386837,0.00021344946408794502,0.0008960608220230343,3.978859240902739e-05,0.0018270797384909254,0.0031640714110516247,0.00016941154328759932,0.0006887346576209545,0.0036287465667369577,1.5831477367665435e-05,0.00012219910893795875
Australia,0.00026818013810511466,0.005482629489467696,0.002177776208679932,0.0003541027094163686,0.011492673628957246,9.070289918984781e-06,0.009381420729630914,0.012700097224930809,0.056546309615908945,0.0030323905691379094,0.03768507276061169,1.973438244231717e-05,0.003048835129885778,0.2666604097770975,0.009698324412074546,0.020671338137958066,0.009737785169467546,0.0018168133538324918,0.018934183604188904,0.0010526364392021653,0.00937122044359917,0.008646253017934499,0.00018070190588409003,3.2070465669386836e-05,0.03111670471253119,0.014374075657947847,5.4212599769408365e-06,0.0028756383294326793
Austria,0.0001439646822582138,0.0003952447376742074,4.075854425591409e-06,0.0009405983289865378,0.002163407094055923,0.003404494102439665,1.3882125107551194e-05,0.000849811861938335,6.97890470167176e-06,4.4401363018751145e-05,7.721171007027832e-05,3.0492032615808705e-06,0.0012482752912364849,4.469122279191371e-05,0.00035196133230579337,5.479261034137953e-06,0.0010025588496347666,1.37910833283908e-05,0.0007757797541731586,0.0013955877404246027,0.000432382581836433,0.0029137889054805235,0.00039616631188615583,0.0021162713628906393,0.006139478375840473,0.005034626665375456,3.5811216178835975e-06,0.00038510234668431354
Azerbaijan,0.00021394557565657335,0.00028545689392277707,9.537553725725144e-06,3.422519430009585e-05,0.00028844778949630763,0.0003751475101952051,0.0001933199479794324,0.00018354040317664934,2.2319450600886757e-05,0.00014698237077614526,0.00033957491250071874,2.027767620634112e-06,0.0008363649741053922,1.795094223922298e-05,0.00015013945638148456,0.0006191306402144233,0.0003758869554072065,1.3902290757675806e-06,0.0011019622777352998,0.00011949152682143,0.0014976380215004984,0.0007335650234681666,0.0006452155643854067,2.4779706357868326e-05,6.217983539000949e-06,4.744232186693743e-06,0.00017436805021927304,1.8358803393378966e-05
Bahamas,0.0003164411233280474,0.00031745353066446087,1.0539047645935034e-05,1.4336976108440136e-06,7.433530881744813e-05,7.931455771405134e-05,3.128562155113371e-05,1.0840330099793158e-05,0.00010067893239375507,0.00021072671083942782,0.00016298468915966434,1.8772437665975868e-05,0.0004786931609816067,1.1282102265554692e-05,4.401500019693934e-05,1.1998657167085894e-05,4.2528499336783195e-05,8.068613765154859e-05,3.39932363784517e-05,3.988828798620714e-05,3.297080805620177e-08,4.94502887021752e-06,0.00041482815674662025,0.0004802281830487565,0.0008739021902861427,4.535044904810058e-05,0.00010855693092903443,2.7193454170497128e-05
Bahrain,0.00023706913031606107,0.0003872718841440333,8.726317090016532e-06,0.0003550936298000967,0.0013916067754447335,0.0013013411266533177,0.00010596607952565462,0.0006261258671405972,1.6023630065347926e-06,0.0007052502808282509,0.00018822791323945504,5.746334122795896e-07,0.0005002759351857228,2.3636667059233807e-05,0.0014093566865324497,0.0003891455611707899,0.002342531667612028,0.0026322353648895376,0.020820847511809265,0.0007957888699629815,0.002726098976979217,0.001496535433375042,0.001281040089778972,1.801762533028794e-05,0.0019184215801606483,5.988963547060443e-05,0.0001765218168684652,0.001815447205683976
Bangladesh,0.0003177711223392484,8.717921612059412e-06,0.0020492934166416107,0.00703259220514981,0.0008031110097127666,9.757010889086455e-05,2.389484428170895e-05,7.975289581541381e-05,0.0013165535709372172,0.0012743146913864953,1.635994761327423e-05,0.037340540375324006,0.11448380258500955,0.0065182761891862265,0.0025270642893902504,0.03436234697845215,0.0001275710882611652,0.005976499902132155,0.04820602285169798,0.017193918249162686,2.060376461598441e-06,0.0005660559690431995,0.022313381116730185,0.0006024449953556035,0.0032952094796604454,0.007409810171495756,0.0150809254796688,0.010833169989725921
Barbados,0.00032558609362941314,0.0002940954646112984,1.2785048973652911e-05,9.107652764893051e-05,4.319797199132191e-05,0.0007848207273535129,9.815574089508562e-06,0.00012431731247873116,0.0002144057604189661,0.00023160837819939084,0.0001022685316688392,1.5144759309372457e-07,0.0005345044095563617,0.00012393921473641872,0.0003802321288655452,9.22948236929276e-07,0.00012188141010527326,2.5299341991661374e-08,8.518030749648794e-05,1.204224037267606e-05,4.50108101745923e-06,2.12455973069969e-07,0.0005926454245116744,0.0003290868819840694,0.0019031338806181316,7.675285487585305e-05,0.00020165142802523034,1.3712861217354052e-05
Belarus,2.9522136580992084e-05,0.00010147817118063822,0.004801306832404147,0.010438168971725803,0.01227278523494833,0.02026614139109473,0.0004281343977299193,0.0031834000738521313,0.002092627549622689,1.8214753863269265e-07,0.0013621508715709306,0.02313179039194078,0.09902427466982003,7.003344752257705e-07,0.0026885164071793286,0.0005513534140227592,0.008163604120645384,0.0076167403395010855,0.01838848892911683,0.01655627802894023,6.458523511850966e-05,0.011763393493405912,0.0016073264558246342,0.0039457695085194045,0.0029471609525608187,0.00024337547185473196,0.0023282779944283753,0.002988044796068788
Belgium,0.00011361022617204805,0.0004545309902708955,3.3166922165908665e-06,0.0017761886813839353,0.003998347723821392,0.006885947978543919,4.193138086196433e-06,0.0034745780983541524,3.6205326528900984e-07,0.00017440917169212256,0.0010643064102986795,0.00020289891448192616,0.001174521131607842,7.622982973724212e-05,6.503446963541304e-05,8.247440835824868e-06,0.0005062765905109502,0.0015963564471084628,0.000573708176011879,7.201100480262389e-06,0.0018087978860360505,0.0001565261364605709,0.0011023742306644645,0.0011615474735431038,0.0009559178672624321,0.0005161322440339227,8.389699164566291e-05,0.00012221933868125407
